No.,Planet Name,Planet Host,Num Stars,Num Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period Days,Orbit Semi-Major Axis,Mass,Eccentricity,Insolation Flux,Equilibrium Temperature,Spectral Type,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Metallicity,Stellar Metallicity Ratio,Stellar Surface Gravity,Distance,Gaia Magnitude
4228,TOI-1685 b,TOI-1685,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.6691403,,3.78,,217,1069,M3.0 V,3434,0.49,0.49,-0.13,[Fe/H],4.85,37.6153,12.2956
4229,TOI-169 b,TOI-169,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.2554477,0.03524,251.40353,0,1443,1715,G1 V,5880,1.29,1.15,0.24,[Fe/H],4.28,407.84,12.2379
4230,TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.47725,0.0914,1722.6386,0.3806,299,1198,,5645,1.78,1.13,0.148,[Fe/H],3.99,342.831,11.1927
4231,TOI-1728 b,TOI-1728,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.49151,0.0391,26.78,0.057,57.78,767,M0,3980,0.62,0.65,0.25,[Fe/H],4.66,60.798,11.7294
4232,TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.38839,0.0291,57,0.14,,831,M0 V,3985,0.55,0.58,-0.26,[Fe/H],4.7,99.5561,13.1798
4233,TOI-1749 c,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.4929,0.0443,14,0.019,,673,M0 V,3985,0.55,0.58,-0.26,[Fe/H],4.7,99.5561,13.1798
4234,TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.0497,0.0707,15,0.062,,533,M0 V,3985,0.55,0.58,-0.26,[Fe/H],4.7,99.5561,13.1798
4235,TOI-178 b,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.914558,0.02607,1.5,,,1040,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4236,TOI-178 c,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.23845,0.037,4.77,,,873,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4237,TOI-178 d,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.5577,0.0592,3.01,,,690,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4238,TOI-178 e,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.961881,0.0783,3.86,,,600,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4239,TOI-178 f,TOI-178,1,6,Transit,2021,Multiple Observatories,15.231915,0.1039,7.72,,,521,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4240,TOI-178 g,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),20.7095,0.1275,3.94,,,470,K,4316,0.65,0.65,-0.23,[Fe/H],4.45,62.699,11.1523
4241,TOI-1789 b,TOI-1789,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.208664,0.04882,222.47988,,2300,1927,F,5991,2.17,1.51,0.373,[Fe/H],3.94,229.067,9.58439
4242,TOI-1807 b,TOI-1807,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.549372,0.00812,,,,2100,,4757,0.68,0.75,-0.029,[Fe/H],4.65,42.5775,9.67517
4243,TOI-1899 b,TOI-1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),29.02,0.1587,209.7678,0.118,2.9,362,M0,3841,0.61,0.63,0.31,[Fe/H],4.67,128.438,13.5553
4244,TOI-201 b,TOI-201,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),52.97818,0.3,133.4886,0.28,,759,F6 V,6394,1.32,1.32,0.24,[Fe/H],4.32,113.825,8.94004
4245,TOI-2076 b,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.35566,0.0631,,,,870,K,5187,0.76,0.85,-0.032,[Fe/H],4.61,41.9091,8.91028
4246,TOI-2076 c,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),,0.0885,,,,734,K,5187,0.76,0.85,-0.032,[Fe/H],4.61,41.9091,8.91028
4247,TOI-2076 d,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),,0.1138,,,,648,K,5187,0.76,0.85,-0.032,[Fe/H],4.61,41.9091,8.91028
4248,TOI-216.01,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),34.556,0.2069,200,0.029,10.1,497,,5026,0.84,0.87,0.32,[M/H],4.66,177.945,12.1631
4249,TOI-216.02,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.089,0.1293,30,0.132,25.9,628,,5026,0.84,0.87,0.32,[M/H],4.66,177.945,12.1631
4250,TOI-220 b,TOI-220,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.695264,0.08911,13.8,0.032,,805,K0 V,5298,0.86,0.82,-0.217,[Fe/H],4.37,90.7402,10.1897
4251,TOI-2202 b,TOI-2202,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),11.9101,0.09564,310.83618,0.042,,,K8 V,5144,0.79,0.82,0.04,[Fe/H],4.55,235.933,12.7606
4252,TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,Multiple Observatories,24.6744,0.15544,117.27868,0.0622,,,K8 V,5144,0.79,0.82,0.04,[Fe/H],4.55,235.933,12.7606
4253,TOI-2257 b,TOI-2257,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.189346,0.145,,0.496,,256,M3,3430,0.31,0.33,-0.27,[Fe/H],4.97,57.7911,14.1615
4254,TOI-2285 b,TOI-2285,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),27.26955,0.1363,19.5,0.3,1.54,284,,3491,0.46,0.45,-0.05,[Fe/H],,42.409,12.4314
4255,TOI-237 b,TOI-237,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.436098,0.0341,,0,3.7,388,M4.5 V,3212,0.21,0.18,,,5.04,38.0749,14.754
4256,TOI-2406 b,TOI-2406,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.0766896,0.0228,,0.26,6.55,447,M4 V,3100,0.2,0.16,-0.38,[Fe/H],5.04,55.419,15.6955
4257,TOI-251 b,TOI-251,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93777,0.05741,317.83,0,,,,5875,0.88,1.04,-0.106,[Fe/H],4.56,99.523,9.75411
4258,TOI-257 b,TOI-257,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818,0.1528,43.86032,0,186,1027,,6095,1.87,1.41,0.175,[Fe/H],4.04,76.9028,7.41653
4259,TOI-269 b,TOI-269,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.6977104,0.0345,8.8,0.425,19,531,M2 V,3514,0.4,0.39,-0.29,[Fe/H],4.83,57.0225,13.4258
4260,TOI-270 b,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.3601538,0.03197,1.58,0.034,,581,M,3506,0.38,0.39,-0.2,[Fe/H],4.87,22.4793,11.6306
4261,TOI-270 c,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.6605731,0.04526,6.15,0.027,,488,M,3506,0.38,0.39,-0.2,[Fe/H],4.87,22.4793,11.6306
4262,TOI-270 d,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.379573,0.0721,4.78,0.032,,387,M,3506,0.38,0.39,-0.2,[Fe/H],4.87,22.4793,11.6306
4263,TOI-3362 b,TOI-3362,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.09547,0.153,1598.35906,0.815,,,,6532,1.83,1.45,0.017,[M/H],4.07,366.987,10.7051
4264,TOI-421 b,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.19672,0.056,7.17,0.163,154.57,981,G9 V,5325,0.87,0.85,-0.02,[Fe/H],4.49,74.7969,9.77776
4265,TOI-421 c,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.06819,0.1189,16.42,0.152,34.32,674,G9 V,5325,0.87,0.85,-0.02,[Fe/H],4.49,74.7969,9.77776
4266,TOI-431 b,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.490047,0.0113,3.07,0,,1862,,4850,0.73,0.78,0.2,[Fe/H],4.6,32.5686,8.79171
4267,TOI-431 c,TOI-431,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),4.8494,0.052,2.83,0,,867,,4850,0.73,0.78,0.2,[Fe/H],4.6,32.5686,8.79171
4268,TOI-431 d,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103,0.098,9.9,0,,633,,4850,0.73,0.78,0.2,[Fe/H],4.6,32.5686,8.79171
4269,TOI-451 b,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.858703,0.0283,,0,,1491,,5550,0.88,0.95,,,,123.739,10.7498
4270,TOI-451 c,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.192522,0.0823,,0,,875,,5550,0.88,0.95,,,,123.739,10.7498
4271,TOI-451 d,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.364988,0.1208,,0,,722,,5550,0.88,0.95,,,,123.739,10.7498
4272,TOI-481 b,TOI-481,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.33111,0.097,486.2799,0.153,,1370,G,5735,1.66,1.14,0.26,[Fe/H],4.06,179.366,9.84659
4273,TOI-519 b,TOI-519,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.2652328,0.012,4449.62,,,760,M3.5,3350,0.37,0.37,,,,115.557,15.7067
4274,TOI-530 b,TOI-530,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.387597,0.052,127.13136,0,,565,M0.5 V,3659,0.54,0.53,0.376,[Fe/H],4.7,148.762,14.6439
4275,TOI-532 b,TOI-532,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.3266508,0.0296,61.5,0,94.1,867,,3927,0.61,0.64,0.338,[Fe/H],4.67,135.047,13.6645
4276,TOI-540 b,TOI-540,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.2391491,0.01223,,0,23.4,611,M V,3216,0.19,0.16,,,,14.0022,12.8938
4277,TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.574071,0.1291,1147.36055,0.298,,1061,F V,6466,1.5,1.35,-0.004,[Fe/H],4.22,402.63,11.3253
4278,TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.9839095,0.0723,1910.14873,0.151,,1180,G V,5925,1.23,1.03,-0.069,[Fe/H],4.27,233.266,10.9777
4279,TOI-561 b,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.446578,0.01055,1.59,0,,,G9 V,5455,0.85,0.79,-0.33,[Fe/H],4.47,85.799,10.0128
4280,TOI-561 c,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.779,0.08809,5.4,0.06,,,G9 V,5455,0.85,0.79,-0.33,[Fe/H],4.47,85.799,10.0128
4281,TOI-561 d,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),25.62,0.1569,11.95,0.051,,,G9 V,5455,0.85,0.79,-0.33,[Fe/H],4.47,85.799,10.0128
4282,TOI-561 e,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),77.23,0.3274,16,0.061,,,G9 V,5455,0.85,0.79,-0.33,[Fe/H],4.47,85.799,10.0128
4283,TOI-561 f,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.287,0.1174,3,0,,750,,5326,0.83,0.81,-0.41,[Fe/H],4.5,85.799,10.0128
4284,TOI-564 b,TOI-564,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.651144,0.02734,464.98529,0.072,1423,1714,,5640,1.09,1,0.143,[Fe/H],4.36,199.581,11.1424
4285,TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4095675,0.0486,2011.8639,0.072,,1586,,6250,1.34,1.31,0.258,[Fe/H],4.3,178.68,10.0579
4286,TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.0037775,0.06608,279.6904,0.05,,1749,,6460,2.08,1.54,0.072,[Fe/H],3.99,341.997,10.4006
4287,TOI-674 b,TOI-674,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.977143,0.025,23.6,0,38.4,635,M2 V,3514,0.42,0.42,0.17,[Fe/H],4.81,46.0851,13.0914
4288,TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.2366,0.1038,392.83788,0.435,,1252,F8,6295,1.28,1.18,0,[Fe/H],4.29,141.812,9.66082
4289,TOI-700 b,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97702,0.0677,,0.081,5,417,,3461,0.42,0.41,-0.07,[Fe/H],4.8,31.1265,12.0665
4290,TOI-700 c,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05111,0.0929,,0.078,2.66,356,,3461,0.42,0.41,-0.07,[Fe/H],4.8,31.1265,12.0665
4291,TOI-700 d,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42475,0.1633,,0.111,0.85,269,,3461,0.42,0.41,-0.07,[Fe/H],4.8,31.1265,12.0665
4292,TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.6057,0.06,9.79,0.04,,1038,G,5450,0.9,0.92,0.01,[Fe/H],4.45,95.1274,9.99915
4293,TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.1011,9.32,0.04,,800,G,5450,0.9,0.92,0.01,[Fe/H],4.45,95.1274,9.99915
4294,TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24661,0.0652,4,0.06,11.5,514,M1 V,3709,0.54,0.54,-0.2,[Fe/H],4.73,27.1701,10.7409
4295,TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.6653,0.1,5.3,0.04,4.9,415,M1 V,3709,0.54,0.54,-0.2,[Fe/H],4.73,27.1701,10.7409
4296,TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.8911,0.423,,0,23.1,610,G0 IV,5907,1.94,1.32,0.1,[Fe/H],3.86,263.145,10.2352
4297,TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.392978,0.02177,18.467,,412,1253,K4 V,4600,0.69,0.71,-0.092,[Fe/H],4.61,63.9262,10.7616
4298,TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3248762,,381.396,0,,,G0/F9 V,6047,1.02,1.12,-0.069,[Fe/H[,4.47,142.488,10.356
4299,TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76552414,0.01598,39.09,0,,,G,5373.8,0.92,0.93,0.19,[Fe/H],4.48,225.734,12.0645
4300,TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.092,301.9385,0.125,,1397,F,6261,1.39,1.28,0.24,[Fe/H],4.26,340.543,11.3435
4301,TOI-905 b,TOI-905,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.739494,0.04666,211.99261,0.024,337,1192,,5570,0.92,0.97,0.14,[Fe/H],4.5,158.649,11.0813
4302,TOI-942 b,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32419,0.04796,826.358,0,,,,4928,1.02,0.79,-0.221,[Fe/H],4.31,152.601,11.6346
4303,TOI-942 c,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.15643,0.0847,794.575,0,,,,4928,1.02,0.79,-0.221,[Fe/H],4.31,152.601,11.6346
4304,TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,0.04963,55.30242,0.14,1393,1526,,5710,1.89,1.2,0.215,[Fe/H],3.96,238.768,10.2321
4305,TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,1.510826,0.01154,1.374,,4.15,,,2566,0.12,0.09,,,5.24,,15.6451
4306,TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,2.421937,0.0158,1.308,,2.21,,,2566,0.12,0.09,,,5.24,,15.6451
4307,TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,4.049219,0.02227,0.388,,1.11,,,2566,0.12,0.09,,,5.24,,15.6451
4308,TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,6.101013,0.02925,0.692,,0.65,,,2566,0.12,0.09,,,5.24,,15.6451
4309,TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,9.20754,0.03849,1.039,,0.37,,,2566,0.12,0.09,,,5.24,,15.6451
4310,TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,12.352446,0.04683,1.321,,0.25,,,2566,0.12,0.09,,,5.24,,15.6451
4311,TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,18.772866,0.06189,0.326,,0.14,,,2566,0.12,0.09,,,5.24,,15.6451
4312,TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021,Multiple Observatories,193.2,0.66,1938.763,0.08,,,,4679,9.99,1.04,-0.38,[Fe/H],2.49,613.422,9.92369
4313,TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,198.4,0.69,794.5,0.06,,,,4806,6.85,1.15,-0.2,[Fe/H],2.85,672.41,9.91329
4314,TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,559.3,1.37,3178,0.048,,,,4806,6.85,1.15,-0.2,[Fe/H],2.85,672.41,9.91329
4315,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Observatories,562,1.414,1086.9786,0.098,,,,4776,5.9,1.19,-0.06,[Fe/H],2.97,490.61,9.4629
4316,TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016,McDonald Observatory,26.468,0.21,1716.282,0.036,,1350,,5130,6.26,1.87,-0.08,[Fe/H],3.11,477.516,9.42321
4317,TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,101.54,0.422,3426.2074,0.28,,,,4300,16.21,0.97,-0.07,[Fe/H],2,464.128,9.90946
4318,TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,162,4449.62,,,,K3 IV,4573,,1,,,,94.6177,10.6505
4319,TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,320,1906.98,,,1240,,,,1,,,,94.6177,10.6505
4320,Teegarden's Star b,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,4.91,0.0252,1.05,0,1.15,,M7.0 V,2904,0.11,0.09,-0.19,[Fe/H],,3.83078,12.2746
4321,Teegarden's Star c,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,11.409,0.0443,1.11,0,0.37,,M7.0 V,2904,0.11,0.09,-0.19,[Fe/H],,3.83078,12.2746
4322,TrES-1 b,TrES-1,2,1,Transit,2004,TrES,3.03007,,266.9772,0,,,,5230,0.85,1.04,0.02,[Fe/H],4.57,159.658,11.5565
4323,TrES-2 b,TrES-2,2,1,Transit,2006,TrES,2.47063,,473.5667,0,,,,5850,1.12,1.36,-0.15,[Fe/H],4.43,215.32,11.2819
4324,TrES-3 b,TrES-3,1,1,Transit,2007,TrES,1.30618581,0.02282,607.03,0,,,,5650,0.83,0.93,,,,231.337,12.1995
4325,TrES-4 b,TrES-4,2,1,Transit,2007,TrES,3.55395,,247.9074,0,,,,6200,1.66,1.08,0.14,[Fe/H],4.06,515.98,11.4731
4326,TrES-5 b,TrES-5,1,1,Transit,2011,TrES,1.48224686,0.02459,568.9157,,,1480,,5171,0.87,0.9,0.2,[Fe/H],4.52,360.313,13.4599
4327,UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,Microlensing,2018,Mauna Kea Observatory,,4.18,407,,,,,,,0.81,,,,6300,
4328,USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008,Teide Observatory,,670,4449.62,,,,M7,2700,,0.06,,,,144.019,17.4229
4329,USco1556 b,USco1556 A,1,1,Imaging,2019,Multiple Observatories,,3500,4767.45,,,2240,M3.0 V,3410,,0.33,,,,140.635,14.3099
4330,USco1621 b,USco1621 A,1,1,Imaging,2019,Multiple Observatories,,2880,5085.28,,,2270,M2.5 V,3460,,0.36,,,,137.901,14.1769
4331,UZ For b,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,5840,5.9,2002.2,0.04,,,,,,0.7,,,,,16.6937
4332,UZ For c,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,1916.25,2.8,2447.2,0.05,,,,,,0.7,,,,,16.6937
4333,V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,Multiple Observatories,1170,1.7,1017.056,0,,,,29300,0.23,0.5,,,5.4,1195.98,14.5897
4334,V1298 Tau b,V1298 Tau,1,4,Transit,2019,K2,24.1396,0.1688,,0.29,35,677,,,1.34,1.1,,,,108.199,10.0702
4335,V1298 Tau c,V1298 Tau,1,4,Transit,2019,K2,8.24958,0.0825,,0.43,146,968,,,1.34,1.1,,,,108.199,10.0702
4336,V1298 Tau d,V1298 Tau,1,4,Transit,2019,K2,12.4032,0.1083,,0.21,85,845,,,1.34,1.1,,,,108.199,10.0702
4337,V1298 Tau e,V1298 Tau,1,4,Transit,2019,K2,60,0.308,,0.57,10,492,,,1.34,1.1,,,,108.199,10.0702
4338,V830 Tau b,V830 Tau,1,1,Radial Velocity,2016,Multiple Observatories,4.927,0.057,222.481,,,,,4250,2,1,,,,130.111,11.6928
4339,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015,Paranal Observatory,,102,3559.696,,,,M7.5,2620,,0.07,,,5.05,,
4340,WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,2.5199454,0.03889,271.415,0,,,,,1.47,1.24,,,,393.072,11.5349
4341,WASP-10 b,WASP-10,1,1,Transit,2008,SuperWASP,3.0927616,0.03781,1001.12,,,1370,,4675,0.7,0.75,,,,140.998,12.1739
4342,WASP-100 b,WASP-100,2,1,Transit,2014,SuperWASP,2.84938,,400.4658,0,,,,6900,1.57,0.77,-0.03,[Fe/H],4.35,364.411,10.6151
4343,WASP-101 b,WASP-101,1,1,Transit,2014,SuperWASP,3.58572,,162.0933,0,,,,6380,1.31,1.41,0.2,[Fe/H],4.31,201.224,10.138
4344,WASP-103 b,WASP-103,1,1,Transit,2014,SuperWASP,0.925542,0.01985,473.547,,,2508,F8 V,6110,1.44,1.22,0.06,[Fe/H],4.22,375.647,12.1931
4345,WASP-104 b,WASP-104,2,1,Transit,2014,SuperWASP,1.7554137,0.02918,404.263,0,,1516,G8,5475,0.96,1.08,0.32,[Fe/H],4.5,185.932,11.5931
4346,WASP-105 b,WASP-105,1,1,Transit,2017,SuperWASP-South,7.87288,0.075,572.094,0,,900,K2,5070,0.9,0.89,0.28,[Fe/H],4.2,169.272,11.8445
4347,WASP-106 b,WASP-106,1,1,Transit,2014,SuperWASP,9.28971,,514.8846,0,,,,6055,1.31,0.93,-0.09,[Fe/H],4.23,352.181,11.3659
4348,WASP-107 b,WASP-107,1,2,Transit,2017,SuperWASP-South,5.7214742,,30.5,0.06,,,,4425,0.67,0.68,0.02,[Fe/H],4.63,64.7414,11.174
4349,WASP-107 c,WASP-107,1,2,Radial Velocity,2020,Multiple Observatories,1088,,115,0.28,,,,4425,0.67,0.68,0.02,[Fe/H],4.63,64.7414,11.174
4350,WASP-11 b,WASP-11,3,1,Transit,2008,SuperWASP,3.72247,,251.0857,0,,,,4800,0.89,1.42,0,[Fe/H],4.45,124.73,11.5535
4351,WASP-110 b,WASP-110,1,1,Transit,2021,Paranal Observatory,3.77840121,,162.09249,0,,,G9,5400,,,-0.06,[Fe/H],4.1,274.96,12.5517
4352,WASP-113 b,WASP-113,1,1,Transit,2016,SuperWASP-North,4.54216875,0.05885,150.96925,0,,1496,G1,5890,1.61,1.32,0.1,[Fe/H],4.2,435.156,11.6041
4353,WASP-114 b,WASP-114,2,1,Transit,2016,SuperWASP-North,1.5487743,0.02851,562.24127,0.012,,2043,G0,5940,1.43,1.29,0.14,[Fe/H],4.3,523.337,12.5227
4354,WASP-117 b,WASP-117,1,1,Transit,2014,SuperWASP,10.02165,,95.349,0.3,,,,6040,1.22,1.29,-0.11,[Fe/H],4.28,157.963,10.0269
4355,WASP-118 b,WASP-118,1,1,Transit,2016,SuperWASP,4.0460435,0.05453,163.36462,0,,1729,F6,6410,1.7,1.32,0.16,[Fe/H],4.1,376.658,10.9196
4356,WASP-119 b,WASP-119,1,1,Transit,2016,SuperWASP-South,2.49979,0.0363,390.9309,0.058,,1600,G5,5650,1.2,1.02,0.14,[Fe/H],4.26,302.448,12.1014
4357,WASP-12 b,WASP-12,3,1,Transit,2008,SuperWASP,1.09142,0.0232,465.62095,,,2593,,6360,1.66,1.43,,,,427.246,11.4999
4358,WASP-120 b,WASP-120,1,1,Transit,2016,SuperWASP,3.6112706,0.0514,1541.4755,0.057,,1880,F5,6450,1.87,1.39,-0.05,[Fe/H],4.04,381.174,10.8989
4359,WASP-121 b,WASP-121,1,1,Transit,2016,SuperWASP,1.2749255,0.02544,375.99289,0,,2358,F6 V,6459,1.46,1.35,0.13,[Fe/H],4.24,269.898,10.3746
4360,WASP-123 b,WASP-123,2,1,Transit,2016,SuperWASP,2.9776412,0.04263,285.72917,0,,1520,G5,5740,1.28,1.17,0.18,[Fe/H],4.29,197.996,10.8999
4361,WASP-124 b,WASP-124,1,1,Transit,2016,SuperWASP-South,3.37265,0.0449,190.698,0.017,,1400,F9,6050,1.02,1.07,-0.02,[Fe/H],4.44,448.637,12.5754
4362,WASP-126 b,WASP-126,1,2,Transit,2016,SuperWASP-South,3.28883,,90.3,,,,,5800,1.27,1.12,,,,216.526,11.0665
4363,WASP-126 c,WASP-126,1,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),7.63,,64.2,0.05,,,,5800,1.27,1.12,,,,216.526,11.0665
4364,WASP-127 b,WASP-127,2,1,Transit,2016,SuperWASP,4.17806203,0.0484,52.3466,0,,,,,1.33,0.95,,,,159.507,10.054
4365,WASP-129 b,WASP-129,2,1,Transit,2016,SuperWASP-South,5.748145,0.0628,317.83,0.096,,1100,G1,5900,0.9,1,0.15,[Fe/H],4.53,301.462,11.8127
